nombre,descripcion,orden,ra_sistema_id,abreviatura_id
d),Se han utilizado ficheros para almacenar y recuperar información.,4,PRO_DAW_MEC_5,PRO_DAW_MEC_5_4
e),Se han creado programas que utilicen diversos métodos de acceso al contenido de los ficheros.,5,PRO_DAW_MEC_5,PRO_DAW_MEC_5_5
f),Se han utilizado las herramientas del entorno de desarrollo para crear interfaces gráficos de usuario simples.,6,PRO_DAW_MEC_5,PRO_DAW_MEC_5_6
g),Se han programado controladores de eventos.,7,PRO_DAW_MEC_5,PRO_DAW_MEC_5_7
h),Se han escrito programas que utilicen interfaces gráficos para la entrada y salida de información.,8,PRO_DAW_MEC_5,PRO_DAW_MEC_5_8
a),Se han escrito programas que utilicen matrices (arrays).,1,PRO_DAW_MEC_6,PRO_DAW_MEC_6_1
b),Se han reconocido las librerías de clases relacionadas con tipos de datos avanzados.,2,PRO_DAW_MEC_6,PRO_DAW_MEC_6_2
c),Se han utilizado listas para almacenar y procesar información.,3,PRO_DAW_MEC_6,PRO_DAW_MEC_6_3
d),Se han utilizado iteradores para recorrer los elementos de las listas.,4,PRO_DAW_MEC_6,PRO_DAW_MEC_6_4
e),Se han reconocido las características y ventajas de cada una de las colecciones de datos disponibles.,5,PRO_DAW_MEC_6,PRO_DAW_MEC_6_5
f),Se han creado clases y métodos genéricos.,6,PRO_DAW_MEC_6,PRO_DAW_MEC_6_6
g),Se han utilizado expresiones regulares en la búsqueda de patrones en cadenas de texto.,7,PRO_DAW_MEC_6,PRO_DAW_MEC_6_7
h),Se han identificado las clases relacionadas con el tratamiento de documentos escritos en diferentes lenguajes de intercambio de datos.,8,PRO_DAW_MEC_6,PRO_DAW_MEC_6_8
i),Se han realizado programas que realicen manipulaciones sobre documentos escritos en diferentes lenguajes de intercambio de datos.,9,PRO_DAW_MEC_6,PRO_DAW_MEC_6_9
j),Se han utilizado operaciones agregadas para el manejo de información almacenada en colecciones.,10,PRO_DAW_MEC_6,PRO_DAW_MEC_6_10
a),"Se han identificado los conceptos de herencia, superclase y subclase.",1,PRO_DAW_MEC_7,PRO_DAW_MEC_7_1
b),Se han utilizado modificadores para bloquear y forzar la herencia de clases y métodos.,2,PRO_DAW_MEC_7,PRO_DAW_MEC_7_2
c),Se ha reconocido la incidencia de los constructores en la herencia.,3,PRO_DAW_MEC_7,PRO_DAW_MEC_7_3
d),Se han creado clases heredadas que sobrescriben la implementación de métodos de la superclase.,4,PRO_DAW_MEC_7,PRO_DAW_MEC_7_4
e),Se han diseñado y aplicado jerarquías de clases.,5,PRO_DAW_MEC_7,PRO_DAW_MEC_7_5
f),Se han probado y depurado las jerarquías de clases.,6,PRO_DAW_MEC_7,PRO_DAW_MEC_7_6
g),Se han realizado programas que implementen y utilicen jerarquías de clases.,7,PRO_DAW_MEC_7,PRO_DAW_MEC_7_7
h),Se ha comentado y documentado el código.,8,PRO_DAW_MEC_7,PRO_DAW_MEC_7_8
i),Se han identificado y evaluado los escenarios de uso de interfaces.,9,PRO_DAW_MEC_7,PRO_DAW_MEC_7_9
j),Se han identificado y evaluado los escenarios de utilización de la herencia y la composición.,10,PRO_DAW_MEC_7,PRO_DAW_MEC_7_10
a),Se han identificado las características de las bases de datos orientadas a objetos.,1,PRO_DAW_MEC_8,PRO_DAW_MEC_8_1
b),Se ha analizado su aplicación en el desarrollo de aplicaciones mediante lenguajes orientados a objetos.,2,PRO_DAW_MEC_8,PRO_DAW_MEC_8_2
c),Se han instalado sistemas gestores de bases de datos orientados a objetos.,3,PRO_DAW_MEC_8,PRO_DAW_MEC_8_3
d),Se han clasificado y analizado los distintos métodos soportados por los sistemas gestores para la gestión de la información almacenada.,4,PRO_DAW_MEC_8,PRO_DAW_MEC_8_4
e),Se han creado bases de datos y las estructuras necesarias para el almacenamiento de objetos.,5,PRO_DAW_MEC_8,PRO_DAW_MEC_8_5
f),Se han programado aplicaciones que almacenen objetos en las bases de datos creadas.,6,PRO_DAW_MEC_8,PRO_DAW_MEC_8_6
g),"Se han realizado programas para recuperar, actualizar y eliminar objetos de las bases de datos.",7,PRO_DAW_MEC_8,PRO_DAW_MEC_8_7
h),"Se han realizado programas para almacenar y gestionar tipos de datos estructurados, compuestos y relacionados.",8,PRO_DAW_MEC_8,PRO_DAW_MEC_8_8
a),Se han identificado las características y métodos de acceso a sistemas gestores de bases de datos.,1,PRO_DAW_MEC_9,PRO_DAW_MEC_9_1
b),Se han programado conexiones con bases de datos.,2,PRO_DAW_MEC_9,PRO_DAW_MEC_9_2
c),Se ha escrito código para almacenar información en bases de datos.,3,PRO_DAW_MEC_9,PRO_DAW_MEC_9_3
d),Se han creado programas para recuperar y mostrar información almacenada en bases de datos.,4,PRO_DAW_MEC_9,PRO_DAW_MEC_9_4
e),Se han efectuado borrados y modificaciones sobre la información almacenada.,5,PRO_DAW_MEC_9,PRO_DAW_MEC_9_5
f),Se han creado aplicaciones que muestren la información almacenada en bases de datos.,6,PRO_DAW_MEC_9,PRO_DAW_MEC_9_6
g),Se han creado aplicaciones para gestionar la información presente en bases de datos.,7,PRO_DAW_MEC_9,PRO_DAW_MEC_9_7
a),Se han identificado las características generales de los lenguajes de marcas.,1,LMSGI_DAW_MEC_1,LMSGI_DAW_MEC_1_1
b),Se han reconocido las ventajas que proporcionan en el tratamiento de la información.,2,LMSGI_DAW_MEC_1,LMSGI_DAW_MEC_1_2
c),Se han clasificado los lenguajes de marcas e identificado los más relevantes.,3,LMSGI_DAW_MEC_1,LMSGI_DAW_MEC_1_3
d),Se han diferenciado sus ámbitos de aplicación.,4,LMSGI_DAW_MEC_1,LMSGI_DAW_MEC_1_4
e),Se han reconocido la necesidad y los ámbitos específicos de aplicación de un lenguaje de marcas de propósito general.,5,LMSGI_DAW_MEC_1,LMSGI_DAW_MEC_1_5
f),Se han analizado las características propias de diferentes lenguajes de marcas.,6,LMSGI_DAW_MEC_1,LMSGI_DAW_MEC_1_6
g),Se ha identificado la estructura de un documento y sus reglas sintácticas.,7,LMSGI_DAW_MEC_1,LMSGI_DAW_MEC_1_7
h),Se ha contrastado la necesidad de crear documentos bien formados y la influencia en su procesamiento.,8,LMSGI_DAW_MEC_1,LMSGI_DAW_MEC_1_8
i),Se han identificado las ventajas que aportan los espacios de nombres.,9,LMSGI_DAW_MEC_1,LMSGI_DAW_MEC_1_9
a),Se han identificado y clasificado los lenguajes de marcas relacionados con la web y sus diferentes versiones y estándares.,1,LMSGI_DAW_MEC_2,LMSGI_DAW_MEC_2_1
b),Se ha analizado la estructura de un documento HTML e identificado las secciones que lo componen.,2,LMSGI_DAW_MEC_2,LMSGI_DAW_MEC_2_2
c),Se ha reconocido la funcionalidad de las principales etiquetas y los atributos del lenguaje HTML.,3,LMSGI_DAW_MEC_2,LMSGI_DAW_MEC_2_3
d),Se han establecido las semejanzas y diferencias entre las diferentes versiones de HTML.,4,LMSGI_DAW_MEC_2,LMSGI_DAW_MEC_2_4
e),Se han utilizado herramientas en la creación de documentos web.,5,LMSGI_DAW_MEC_2,LMSGI_DAW_MEC_2_5
f),Se han identificado las ventajas que aporta la utilización de hojas de estilo.,6,LMSGI_DAW_MEC_2,LMSGI_DAW_MEC_2_6
g),Se han aplicado hojas de estilo.,7,LMSGI_DAW_MEC_2,LMSGI_DAW_MEC_2_7
h),Se han validado documentos HTML y CSS.,8,LMSGI_DAW_MEC_2,LMSGI_DAW_MEC_2_8
i),Se han identificado las tecnologías en que se basa la sindicación de contenidos.,9,LMSGI_DAW_MEC_2,LMSGI_DAW_MEC_2_9
j),Se han reconocido los ámbitos de aplicación de la sindicación de contenidos.,10,LMSGI_DAW_MEC_2,LMSGI_DAW_MEC_2_10
a),Se han identificado y clasificado los lenguajes de script de cliente relacionados con la web y sus diferentes versiones y estándares.,1,LMSGI_DAW_MEC_3,LMSGI_DAW_MEC_3_1
b),Se ha identificado la sintaxis básica de los lenguajes de script de cliente.,2,LMSGI_DAW_MEC_3,LMSGI_DAW_MEC_3_2
c),Se han utilizado métodos para la selección y acceso de los diferentes elementos de un documento web.,3,LMSGI_DAW_MEC_3,LMSGI_DAW_MEC_3_3
d),Se han creado y modificado elementos de documentos web.,4,LMSGI_DAW_MEC_3,LMSGI_DAW_MEC_3_4
e),Se han eliminado elementos de documentos web.,5,LMSGI_DAW_MEC_3,LMSGI_DAW_MEC_3_5
f),Se han realizado modificaciones sobre los estilos de un documento web.,6,LMSGI_DAW_MEC_3,LMSGI_DAW_MEC_3_6
a),Se ha establecido la necesidad de describir la información transmitida en los documentos y sus reglas.,1,LMSGI_DAW_MEC_4,LMSGI_DAW_MEC_4_1
b),Se han identificado las tecnologías relacionadas con la definición de documentos.,2,LMSGI_DAW_MEC_4,LMSGI_DAW_MEC_4_2
c),Se ha analizado la estructura y sintaxis específica utilizada en la descripción.,3,LMSGI_DAW_MEC_4,LMSGI_DAW_MEC_4_3
d),Se han creado descripciones de documentos.,4,LMSGI_DAW_MEC_4,LMSGI_DAW_MEC_4_4
e),Se han utilizado descripciones en la elaboración y validación de documentos.,5,LMSGI_DAW_MEC_4,LMSGI_DAW_MEC_4_5
f),Se han asociado las descripciones con los documentos.,6,LMSGI_DAW_MEC_4,LMSGI_DAW_MEC_4_6
g),Se han utilizado herramientas específicas.,7,LMSGI_DAW_MEC_4,LMSGI_DAW_MEC_4_7
a),Se ha identificado la necesidad de la conversión de documentos para el intercambio de la información.,1,LMSGI_DAW_MEC_5,LMSGI_DAW_MEC_5_1
b),Se han establecido ámbitos de aplicación.,2,LMSGI_DAW_MEC_5,LMSGI_DAW_MEC_5_2
c),Se han analizado las tecnologías implicadas y su modo de funcionamiento.,3,LMSGI_DAW_MEC_5,LMSGI_DAW_MEC_5_3
d),Se ha descrito la sintaxis específica utilizada en la conversión y adaptación de documentos para el intercambio de información.,4,LMSGI_DAW_MEC_5,LMSGI_DAW_MEC_5_4
e),Se han creado especificaciones de conversión.,5,LMSGI_DAW_MEC_5,LMSGI_DAW_MEC_5_5
f),Se han identificado y caracterizado herramientas específicas relacionadas con la conversión de documentos para el intercambio de información.,6,LMSGI_DAW_MEC_5,LMSGI_DAW_MEC_5_6
g),Se han realizado conversiones sobre documentos para el intercambio de información.,7,LMSGI_DAW_MEC_5,LMSGI_DAW_MEC_5_7
a),Se han identificado los principales métodos de almacenamiento de la información utilizados en documentos de intercambio de datos.,1,LMSGI_DAW_MEC_6,LMSGI_DAW_MEC_6_1
b),Se han identificado las ventajas e inconvenientes de almacenar información en formatos de intercambio de datos.,2,LMSGI_DAW_MEC_6,LMSGI_DAW_MEC_6_2
c),Se han establecido tecnologías eficientes de almacenamiento de información en función de sus características.,3,LMSGI_DAW_MEC_6,LMSGI_DAW_MEC_6_3
d),Se han identificado lenguajes y herramientas para el tratamiento y almacenamiento de información y su inclusión en documentos de intercambio de datos.,4,LMSGI_DAW_MEC_6,LMSGI_DAW_MEC_6_4
e),Se han utilizado lenguajes de consulta y manipulación en documentos de intercambio de datos.,5,LMSGI_DAW_MEC_6,LMSGI_DAW_MEC_6_5
f),Se han utilizado sistemas gestores de bases de datos relacionales en el almacenamiento de información en formatos de intercambio de datos.,6,LMSGI_DAW_MEC_6,LMSGI_DAW_MEC_6_6
g),Se han utilizado técnicas específicas para crear documentos de intercambio de datos a partir de información almacenada en bases de datos relacionales.,7,LMSGI_DAW_MEC_6,LMSGI_DAW_MEC_6_7
h),Se han identificado las características de los sistemas.,8,LMSGI_DAW_MEC_6,LMSGI_DAW_MEC_6_8
i),Se han utilizado herramientas para gestionar la información almacenada en bases de datos nativas.,9,LMSGI_DAW_MEC_6,LMSGI_DAW_MEC_6_9
a),Se han identificado los principales sistemas de gestión empresarial.,1,LMSGI_DAW_MEC_7,LMSGI_DAW_MEC_7_1
b),Se han reconocido las ventajas de los sistemas de gestión de información empresariales.,2,LMSGI_DAW_MEC_7,LMSGI_DAW_MEC_7_2
c),Se han evaluado las características de las principales aplicaciones de gestión empresarial.,3,LMSGI_DAW_MEC_7,LMSGI_DAW_MEC_7_3
d),Se han instalado aplicaciones de gestión de la información empresarial.,4,LMSGI_DAW_MEC_7,LMSGI_DAW_MEC_7_4
e),Se han configurado y administrado las aplicaciones.,5,LMSGI_DAW_MEC_7,LMSGI_DAW_MEC_7_5
f),Se han establecido y verificado mecanismos de acceso seguro a la información.,6,LMSGI_DAW_MEC_7,LMSGI_DAW_MEC_7_6
g),Se han generado informes.,7,LMSGI_DAW_MEC_7,LMSGI_DAW_MEC_7_7
h),Se han realizado procedimientos de extracción de información para su tratamiento e incorporación a diversos sistemas.,8,LMSGI_DAW_MEC_7,LMSGI_DAW_MEC_7_8
i),Se han elaborado documentos relativos a la explotación de la aplicación.,9,LMSGI_DAW_MEC_7,LMSGI_DAW_MEC_7_9
a),"Se ha reconocido la relación de los programas con los componentes del sistema informático: memoria, procesador, periféricos, entre otros.",1,ED_DAW_MEC_1,ED_DAW_MEC_1_1
b),Se han identificado las fases de desarrollo de una aplicación informática.,2,ED_DAW_MEC_1,ED_DAW_MEC_1_2
c),"Se han diferenciado los conceptos de código fuente, objeto y ejecutable.",3,ED_DAW_MEC_1,ED_DAW_MEC_1_3
d),Se han reconocido las características de la generación de código intermedio para su ejecución en máquinas virtuales.,4,ED_DAW_MEC_1,ED_DAW_MEC_1_4
e),"Se han clasificado los lenguajes de programación, identificando sus características.",5,ED_DAW_MEC_1,ED_DAW_MEC_1_5
f),Se ha evaluado la funcionalidad ofrecida por las herramientas utilizadas en el desarrollo de software.,6,ED_DAW_MEC_1,ED_DAW_MEC_1_6
g),Se han identificado las características y escenarios de uso de las metodologías ágiles de desarrollo de software.,7,ED_DAW_MEC_1,ED_DAW_MEC_1_7
a),"Se han instalado entornos de desarrollo, propietarios y libres.",1,ED_DAW_MEC_2,ED_DAW_MEC_2_1
b),Se han añadido y eliminado módulos en el entorno de desarrollo.,2,ED_DAW_MEC_2,ED_DAW_MEC_2_2
c),Se ha personalizado y automatizado el entorno de desarrollo.,3,ED_DAW_MEC_2,ED_DAW_MEC_2_3
d),Se ha configurado el sistema de actualización del entorno de desarrollo.,4,ED_DAW_MEC_2,ED_DAW_MEC_2_4
e),Se han generado ejecutables a partir de código fuente de diferentes lenguajes en un mismo entorno de desarrollo.,5,ED_DAW_MEC_2,ED_DAW_MEC_2_5
f),Se han generado ejecutables a partir de un mismo código fuente con varios entornos de desarrollo.,6,ED_DAW_MEC_2,ED_DAW_MEC_2_6
g),Se han identificado las características comunes y específicas de diversos entornos de desarrollo.,7,ED_DAW_MEC_2,ED_DAW_MEC_2_7
a),Se han identificado los diferentes tipos de pruebas.,1,ED_DAW_MEC_3,ED_DAW_MEC_3_1
b),Se han definido casos de prueba.,2,ED_DAW_MEC_3,ED_DAW_MEC_3_2
c),Se han identificado las herramientas de depuración y prueba de aplicaciones ofrecidas por el entorno de desarrollo.,3,ED_DAW_MEC_3,ED_DAW_MEC_3_3
d),Se han utilizado herramientas de depuración para definir puntos de ruptura y seguimiento.,4,ED_DAW_MEC_3,ED_DAW_MEC_3_4
e),Se han utilizado las herramientas de depuración para examinar y modificar el comportamiento de un programa en tiempo de ejecución.,5,ED_DAW_MEC_3,ED_DAW_MEC_3_5
f),Se han efectuado pruebas unitarias de clases y funciones.,6,ED_DAW_MEC_3,ED_DAW_MEC_3_6
g),Se han implementado pruebas automáticas.,7,ED_DAW_MEC_3,ED_DAW_MEC_3_7
h),Se han documentado las incidencias detectadas.,8,ED_DAW_MEC_3,ED_DAW_MEC_3_8
i),Se han utilizado dobles de prueba para aislar los componentes durante las pruebas.,9,ED_DAW_MEC_3,ED_DAW_MEC_3_9
a),Se han identificado los patrones de refactorización más usuales.,1,ED_DAW_MEC_4,ED_DAW_MEC_4_1
b),Se han elaborado las pruebas asociadas a la refactorización.,2,ED_DAW_MEC_4,ED_DAW_MEC_4_2
c),Se ha revisado el código fuente usando un analizador de código.,3,ED_DAW_MEC_4,ED_DAW_MEC_4_3
d),Se han identificado las posibilidades de configuración de un analizador de código.,4,ED_DAW_MEC_4,ED_DAW_MEC_4_4
e),Se han aplicado patrones de refactorización con las herramientas que proporciona el entorno de desarrollo.,5,ED_DAW_MEC_4,ED_DAW_MEC_4_5
f),Se ha realizado el control de versiones integrado en el entorno de desarrollo.,6,ED_DAW_MEC_4,ED_DAW_MEC_4_6
g),Se han utilizado herramientas del entorno de desarrollo para documentar las clases.,7,ED_DAW_MEC_4,ED_DAW_MEC_4_7
h),Se han utilizado repositorios remotos para el desarrollo de código colaborativo.,8,ED_DAW_MEC_4,ED_DAW_MEC_4_8
i),Se han utilizado herramientas para la integración continua del código.,9,ED_DAW_MEC_4,ED_DAW_MEC_4_9
a),Se han identificado los conceptos básicos de la programación orientada a objetos.,1,ED_DAW_MEC_5,ED_DAW_MEC_5_1
b),Se han utilizado herramientas para la elaboración de diagramas de clases.,2,ED_DAW_MEC_5,ED_DAW_MEC_5_2
c),Se ha interpretado el significado de diagramas de clases.,3,ED_DAW_MEC_5,ED_DAW_MEC_5_3
d),Se han trazado diagramas de clases a partir de las especificaciones de las mismas.,4,ED_DAW_MEC_5,ED_DAW_MEC_5_4
e),Se ha generado código a partir de un diagrama de clases.,5,ED_DAW_MEC_5,ED_DAW_MEC_5_5
f),Se ha generado un diagrama de clases mediante ingeniería inversa.,6,ED_DAW_MEC_5,ED_DAW_MEC_5_6
a),Se han identificado los distintos tipos de diagramas de comportamiento.,1,ED_DAW_MEC_6,ED_DAW_MEC_6_1
b),Se ha reconocido el significado de los diagramas de casos de uso.,2,ED_DAW_MEC_6,ED_DAW_MEC_6_2
c),Se han interpretado diagramas de interacción.,3,ED_DAW_MEC_6,ED_DAW_MEC_6_3
d),Se han elaborado diagramas de interacción sencillos.,4,ED_DAW_MEC_6,ED_DAW_MEC_6_4
e),Se ha interpretado el significado de diagramas de actividades.,5,ED_DAW_MEC_6,ED_DAW_MEC_6_5
f),Se han elaborado diagramas de actividades sencillos.,6,ED_DAW_MEC_6,ED_DAW_MEC_6_6
g),Se han interpretado diagramas de estados.,7,ED_DAW_MEC_6,ED_DAW_MEC_6_7
h),Se han planteado diagramas de estados sencillos.,8,ED_DAW_MEC_6,ED_DAW_MEC_6_8
a),Se han caracterizado y diferenciado los modelos de ejecución de código en el servidor y en el cliente web.,1,DWEC_DAW_MEC_1,DWEC_DAW_MEC_1_1
b),Se han identificado las capacidades y mecanismos de ejecución de código de los navegadores web.,2,DWEC_DAW_MEC_1,DWEC_DAW_MEC_1_2
c),Se han identificado y caracterizado los principales lenguajes relacionados con la programación de clientes web.,3,DWEC_DAW_MEC_1,DWEC_DAW_MEC_1_3
d),Se han reconocido las particularidades de la programación de guiones y sus ventajas y desventajas sobre la programación tradicional.,4,DWEC_DAW_MEC_1,DWEC_DAW_MEC_1_4
e),Se han verificado los mecanismos de integración de los lenguajes de marcas con los lenguajes de programación de clientes web.,5,DWEC_DAW_MEC_1,DWEC_DAW_MEC_1_5
f),Se han reconocido y evaluado las herramientas de programación y prueba sobre clientes web.,6,DWEC_DAW_MEC_1,DWEC_DAW_MEC_1_6
a),Se ha seleccionado un lenguaje de programación de clientes web en función de sus posibilidades.,1,DWEC_DAW_MEC_2,DWEC_DAW_MEC_2_1
b),Se han utilizado los distintos tipos de variables y operadores disponibles en el lenguaje.,2,DWEC_DAW_MEC_2,DWEC_DAW_MEC_2_2
c),Se han identificado los ámbitos de utilización de las variables.,3,DWEC_DAW_MEC_2,DWEC_DAW_MEC_2_3
d),Se han reconocido y comprobado las peculiaridades del lenguaje respecto a las conversiones entre distintos tipos de datos.,4,DWEC_DAW_MEC_2,DWEC_DAW_MEC_2_4
e),Se han utilizado mecanismos de decisión en la creación de bloques de sentencias.,5,DWEC_DAW_MEC_2,DWEC_DAW_MEC_2_5
f),Se han utilizado bucles y se ha verificado su funcionamiento.,6,DWEC_DAW_MEC_2,DWEC_DAW_MEC_2_6
g),Se han añadido comentarios al código.,7,DWEC_DAW_MEC_2,DWEC_DAW_MEC_2_7
h),"Se han utilizado herramientas y entornos para facilitar la programación, prueba y documentación del código.",8,DWEC_DAW_MEC_2,DWEC_DAW_MEC_2_8
a),Se han identificado los objetos predefinidos del lenguaje.,1,DWEC_DAW_MEC_3,DWEC_DAW_MEC_3_1
b),Se han analizado los objetos referentes a las ventanas del navegador y los documentos web que contienen.,2,DWEC_DAW_MEC_3,DWEC_DAW_MEC_3_2
c),Se han escrito sentencias que utilicen los objetos predefinidos del lenguaje para cambiar el aspecto del navegador y el documento que contiene.,3,DWEC_DAW_MEC_3,DWEC_DAW_MEC_3_3
d),Se han generado textos y etiquetas como resultado de la ejecución de código en el navegador.,4,DWEC_DAW_MEC_3,DWEC_DAW_MEC_3_4
e),Se han escrito sentencias que utilicen los objetos predefinidos del lenguaje para interactuar con el usuario.,5,DWEC_DAW_MEC_3,DWEC_DAW_MEC_3_5
f),Se han utilizado las características propias del lenguaje en documentos compuestos por varias ventanas.,6,DWEC_DAW_MEC_3,DWEC_DAW_MEC_3_6
g),Se han utilizado mecanismos del navegador web para almacenar información y recuperar su contenido.,7,DWEC_DAW_MEC_3,DWEC_DAW_MEC_3_7
h),Se ha depurado y documentado el código.,8,DWEC_DAW_MEC_3,DWEC_DAW_MEC_3_8
a),Se han clasificado y utilizado las funciones predefinidas del lenguaje.,1,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_1
b),Se han creado y utilizado funciones definidas por el usuario.,2,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_2
c),Se han reconocido las características del lenguaje relativas a la creación y uso de matrices (arrays).,3,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_3
d),Se han creado y utilizado matrices (arrays).,4,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_4
e),Se han utilizado operaciones agregadas para el manejo de información almacenada en colecciones.,5,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_5
f),Se han reconocido las características de orientación a objetos del lenguaje.,6,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_6
g),Se ha creado código para definir la estructura de objetos.,7,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_7
h),Se han creado métodos y propiedades.,8,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_8
i),Se ha creado código que haga uso de objetos definidos por el usuario.,9,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_9
j),Se han utilizado patrones de diseño de software.,10,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_10
k),Se ha depurado y documentado el código.,11,DWEC_DAW_MEC_4,DWEC_DAW_MEC_4_11
a),Se han reconocido las posibilidades del lenguaje de marcas relativas a la captura de los eventos producidos.,1,DWEC_DAW_MEC_5,DWEC_DAW_MEC_5_1
b),Se han identificado las características del lenguaje de programación relativas a la gestión de los eventos.,2,DWEC_DAW_MEC_5,DWEC_DAW_MEC_5_2
c),Se han diferenciado los tipos de eventos que se pueden manejar.,3,DWEC_DAW_MEC_5,DWEC_DAW_MEC_5_3
d),Se ha creado un código que capture y utilice eventos.,4,DWEC_DAW_MEC_5,DWEC_DAW_MEC_5_4
e),Se han reconocido las capacidades del lenguaje relativas a la gestión de formularios web.,5,DWEC_DAW_MEC_5,DWEC_DAW_MEC_5_5
f),Se han validado formularios web utilizando eventos.,6,DWEC_DAW_MEC_5,DWEC_DAW_MEC_5_6
g),Se han utilizado expresiones regulares para facilitar los procedimientos de validación.,7,DWEC_DAW_MEC_5,DWEC_DAW_MEC_5_7
h),Se ha probado y documentado el código.,8,DWEC_DAW_MEC_5,DWEC_DAW_MEC_5_8
a),Se ha reconocido el modelo de objetos del documento de una página web.,1,DWEC_DAW_MEC_6,DWEC_DAW_MEC_6_1
b),"Se han identificado los objetos del modelo, sus propiedades y métodos.",2,DWEC_DAW_MEC_6,DWEC_DAW_MEC_6_2
c),Se ha creado y verificado un código que acceda a la estructura del documento.,3,DWEC_DAW_MEC_6,DWEC_DAW_MEC_6_3
d),Se han creado nuevos elementos de la estructura y modificado elementos ya existentes.,4,DWEC_DAW_MEC_6,DWEC_DAW_MEC_6_4
e),Se han asociado acciones a los eventos del modelo.,5,DWEC_DAW_MEC_6,DWEC_DAW_MEC_6_5
f),Se han identificado las diferencias que presenta el modelo en diferentes navegadores.,6,DWEC_DAW_MEC_6,DWEC_DAW_MEC_6_6
g),Se han programado aplicaciones web de forma que funcionen en navegadores con diferentes implementaciones del modelo.,7,DWEC_DAW_MEC_6,DWEC_DAW_MEC_6_7
h),"Se han independizado las tres capas de implementación (contenido, aspecto y comportamiento), en aplicaciones web.",8,DWEC_DAW_MEC_6,DWEC_DAW_MEC_6_8
a),Se han evaluado las ventajas e inconvenientes de utilizar mecanismos de comunicación asíncrona entre cliente y servidor web.,1,DWEC_DAW_MEC_7,DWEC_DAW_MEC_7_1
b),Se han analizado los mecanismos disponibles para el establecimiento de la comunicación asíncrona.,2,DWEC_DAW_MEC_7,DWEC_DAW_MEC_7_2
c),Se han utilizado los objetos relacionados.,3,DWEC_DAW_MEC_7,DWEC_DAW_MEC_7_3
d),Se han identificado sus propiedades y sus métodos.,4,DWEC_DAW_MEC_7,DWEC_DAW_MEC_7_4
e),Se ha utilizado comunicación asíncrona en la actualización dinámica del documento web.,5,DWEC_DAW_MEC_7,DWEC_DAW_MEC_7_5
f),Se han utilizado distintos formatos en el envío y recepción de información.,6,DWEC_DAW_MEC_7,DWEC_DAW_MEC_7_6
g),Se han programado aplicaciones web asíncronas de forma que funcionen en diferentes navegadores.,7,DWEC_DAW_MEC_7,DWEC_DAW_MEC_7_7
h),"Se han clasificado, analizado y utilizado librerías y frameworks que faciliten la incorporación de las tecnologías de actualización dinámica a la programación de páginas web.",8,DWEC_DAW_MEC_7,DWEC_DAW_MEC_7_8
i),"Se han creado, probado y documentado aplicaciones web que utilicen estas librerías y frameworks.",9,DWEC_DAW_MEC_7,DWEC_DAW_MEC_7_9
a),Se han caracterizado y diferenciado los modelos de ejecución de código en el servidor y en el cliente web.,1,DWES_DAW_MEC_1,DWES_DAW_MEC_1_1
b),Se han reconocido las ventajas que proporciona la generación dinámica de páginas.,2,DWES_DAW_MEC_1,DWES_DAW_MEC_1_2
c),Se han identificado los mecanismos de ejecución de código en los servidores web.,3,DWES_DAW_MEC_1,DWES_DAW_MEC_1_3
d),Se han reconocido las funcionalidades que aportan los servidores de aplicaciones y su integración con los servidores web.,4,DWES_DAW_MEC_1,DWES_DAW_MEC_1_4
e),Se han identificado y caracterizado los principales lenguajes y tecnologías relacionados con la programación web en entorno servidor.,5,DWES_DAW_MEC_1,DWES_DAW_MEC_1_5
f),Se han verificado los mecanismos de integración de los lenguajes de marcas con los lenguajes de programación en entorno servidor.,6,DWES_DAW_MEC_1,DWES_DAW_MEC_1_6
g),Se han reconocido y evaluado las herramientas y frameworks de programación en entorno servidor.,7,DWES_DAW_MEC_1,DWES_DAW_MEC_1_7
a),Se han reconocido los mecanismos de generación de páginas web a partir de lenguajes de marcas con código embebido.,1,DWES_DAW_MEC_2,DWES_DAW_MEC_2_1
b),Se han identificado las principales tecnologías asociadas.,2,DWES_DAW_MEC_2,DWES_DAW_MEC_2_2
c),Se han utilizado etiquetas para la inclusión de código en el lenguaje de marcas.,3,DWES_DAW_MEC_2,DWES_DAW_MEC_2_3
d),Se ha reconocido la sintaxis del lenguaje de programación que se ha de utilizar.,4,DWES_DAW_MEC_2,DWES_DAW_MEC_2_4
e),Se han escrito sentencias simples y se han comprobado sus efectos en el documento resultante.,5,DWES_DAW_MEC_2,DWES_DAW_MEC_2_5
f),Se han utilizado directivas para modificar el comportamiento predeterminado.,6,DWES_DAW_MEC_2,DWES_DAW_MEC_2_6
g),Se han utilizado los distintos tipos de variables y operadores disponibles en el lenguaje.,7,DWES_DAW_MEC_2,DWES_DAW_MEC_2_7
